Product Name,Current Price,Old Price,Discount,Product URL
N/A,"KSh 9,750",N/A,19%,https://www.jumia.co.ke/itel-city-100-6.75-6gb-ram-128gb-5200mah-dual-sim-blue-316824507.html
N/A,"KSh 15,940",N/A,16%,https://www.jumia.co.ke/samsung-galaxy-a16-6.7-128gb-4gb-ram-dual-sim-5000mah-a-16-phone-black-2yrs-wrty-307739234.html
N/A,"KSh 24,020",N/A,20%,https://www.jumia.co.ke/infinix-hot-60-pro-4g-6.78-8gb-ram-256gb-5000mah-coral-tides-free-tws-buds-325979251.html
N/A,"KSh 11,999",N/A,20%,https://www.jumia.co.ke/xiaomi-redmi-15c-6.9-4gb-ram-128gb-dual-sim-6000mah-black-25-months-warranty-325490535.html
N/A,"KSh 7,960",N/A,24%,https://www.jumia.co.ke/xiaomi-redmi-a3x-6.71-64gb-3gb-ram-dual-sim-5000mah-black-2yrs-wrty-265883273.html
N/A,"KSh 18,900",N/A,14%,https://www.jumia.co.ke/itel-s26-ultra-4g-6.78-curved-screen-corning-128gb-storage-up-to-16gb-ram-5000mah-black-blue-1yr-wrty-326125023.html
N/A,"KSh 8,100",N/A,26%,https://www.jumia.co.ke/infinix-smart-10-6.67-3gb-ram-64gb-dual-sim-titanium-324975330.html
N/A,"KSh 22,947",N/A,12%,https://www.jumia.co.ke/oppo-a54g6.678gb-ram-256gb-rom-45w-supervoocip656000mah-dual-sim-mist-white-326285365.html
N/A,"KSh 12,140",N/A,24%,https://www.jumia.co.ke/tecno-spark-40-6.67-hd-up-to-8gb-ram-128gb-rom-dual-sim-50mp-5200-mah-grey-324993354.html
N/A,"KSh 199,999",N/A,31%,https://www.jumia.co.ke/iphone-17-pro-max-256gb-physical-sim-plus-e-sim-cosmic-orange-apple-mpg9615864.html
N/A,"KSh 12,200",N/A,24%,https://www.jumia.co.ke/infinix-hot-60i-4g-6.7-6gb-ram-128gb-5160mah-dual-sim-sleek-black-2yrs-wrty-324932236.html
N/A,"KSh 15,499",N/A,23%,https://www.jumia.co.ke/itel-s25-ultra-4g-6.78-8gb-ram-128gb-dual-sim-5000mah-black-1yr-wrty-free-buds-ace-pro-325309417.html
N/A,"KSh 10,083",N/A,49%,https://www.jumia.co.ke/agm-note-n1-6.52-display-1688gb-ram-128gb-rom-dual-sim-50mp-4900mah-black-129715373.html
N/A,"KSh 1,250",N/A,27%,https://www.jumia.co.ke/simi-s240-feature-phone-2.4inch-dual-sim-card-2500mah-325418761.html
N/A,KSh 905,N/A,30%,https://www.jumia.co.ke/simi-s127-1.77inch-feature-phone-dual-sim-card-1050mah-3232mbit-325418792.html
N/A,KSh 899,N/A,30%,https://www.jumia.co.ke/simi-s117-1.77inch-feature-phone-dual-sim-card-2500mah-325418762.html
N/A,"KSh 10,083",N/A,49%,https://www.jumia.co.ke/agm-agm-note-n1-android-13-128gb-16gb-ram8gb-extended-50mp-ai-camera-4900mah-blue-129715600.html
N/A,"KSh 16,080",N/A,N/A,https://www.jumia.co.ke/e3-smartphone-6.6-dual-sim12gb-256gbandroid14side-fingerprintblue-redbeat-mpg8920966.html
N/A,"KSh 2,312",N/A,49%,https://www.jumia.co.ke/simi-b201-2.4inch-feature-phone-solar-charging-4000mah-325418760.html
N/A,"KSh 1,162",N/A,38%,https://www.jumia.co.ke/koruima-k1703-feature-phones-5v-1a-charger-1.77-1800mah-larger-battery-micro-sd-up-to-64gb-dual-sim-basic-phones-325338542.html
N/A,"KSh 1,139",N/A,39%,https://www.jumia.co.ke/koruima-k1707-feature-phones-1.77-1000mah-big-batteries-dual-sim-wireless-fm-radio-strong-flashlight-button-phone-black-325345384.html
N/A,"KSh 1,458",N/A,32%,https://www.jumia.co.ke/koruima-k2801-feature-phones-2.8-big-dispay-2500mah-larger-batteries-5v-1a-charger-dual-sim-wireless-fm-radio-t528-phone-black-325417916.html
N/A,"KSh 9,999",N/A,47%,https://www.jumia.co.ke/renewed-badili-samsung-a03s-blue-32gb3gb-single-sim-refurbishe-free-32-gb-memory-card-225971639.html
N/A,"KSh 8,498",N/A,53%,https://www.jumia.co.ke/renewed-vivo-y19-smartphone-8gb-ram128gb-rom-dual-sim-6.53-inch-5000mah-screen-hd-camera-16mp-face-unlock-fingerprint-black-314635706.html
N/A,"KSh 8,498",N/A,53%,https://www.jumia.co.ke/renewed-vivo-y19-smartphone-8128gb-rom-dual-sim-6.53-inch-screen-hd-camera-16mp-face-unlock-fingerprint-5000mah-blue-314635751.html
N/A,"KSh 21,999",N/A,56%,https://www.jumia.co.ke/renewed-samsung-galaxy-a52-5g-6gb-ram-128gb-rom-single-sim-refurbished-android-smartphone-black-325268703.html
N/A,"KSh 27,299",N/A,53%,https://www.jumia.co.ke/renewed-samsung-galaxy-a54-5g-50mp-triple-camera-32mp-selfie-6.4-super-amoled-120hz-android-13-6128gb-refurbished-unlocked-smartphone-violet-325700294.html
N/A,"KSh 74,999",N/A,50%,https://www.jumia.co.ke/renewed-apple-iphone-14-dual-sim-unlocked-6gb-ram-256gb-storage-6.1-super-retina-xdr-display-a15-bionic-chip-12mp-dual-camera-5g-smartphone-red-refurbished-325829360.html
N/A,"KSh 12,870",N/A,14%,https://www.jumia.co.ke/renewed-samsung-a10eblack32gb2gb-single-sim-refurbished-free-32-gb-memory-card-260143639.html
N/A,"KSh 6,499",N/A,49%,https://www.jumia.co.ke/renewed-vivo-y85-4gb64gb-6.22-large-screen-dual-cameras-smartphone-4g-3260mah-black-314635693.html
N/A,"KSh 8,399",N/A,54%,https://www.jumia.co.ke/renewed-vivo-y17-6128gb-rom-dual-sim-6.35in-5000amh-screen-hd-camera-13mp-face-identify-fingerprint-blue-321301643.html
N/A,"KSh 12,999",N/A,57%,https://www.jumia.co.ke/xiaomi-redmi-9a-smarphone-464gb-rom-6.53-hd-display-5000mah-battery-13mp-ai-camera-dual-sim-blue-badili-refurbished-326238439.html
N/A,"KSh 9,999",N/A,52%,https://www.jumia.co.ke/renewed-samsung-galaxy-a03s-black-3gb32gb-refurbished-free-32gb-memory-card-single-sim.-316244421.html
N/A,"KSh 6,499",N/A,46%,https://www.jumia.co.ke/renewed-oppo-a83-4gb-ram64gb-refurbishe-4g-lte-dual-sim-5.7-inch-face-identify-blue-284926668.html
N/A,"KSh 24,999",N/A,54%,https://www.jumia.co.ke/renewed-samsung-galaxy-s10-android-smartphone-128gb-8gb-ram-single-sim-black-refurbished-mobile-phone.-325250884.html
N/A,KSh 130,N/A,84%,https://www.jumia.co.ke/ample-original-micro-usb-fast-charging-cable-1-m-white.-324564499.html
N/A,"KSh 10,999",N/A,45%,https://www.jumia.co.ke/renewed-samsung-galaxy-a04e-3gb-ram32-gb-rom-free-32gb-memory-card-blue-refurbished.-323710506.html
